"age_of_driver","safty_rating","annual_income","past_num_of_claims","liab_prct","claim_est_payout","age_of_vehicle","vehicle_price","vehicle_weight","fraud"
36,86,35847,0,3,2081.465,4,20269.12,20751.64,0
42,66,37388,0,50,4282.826,3,27273.78,25950.86,0
42,92,37383,0,55,3254.48,5,7270.832,35272.44,0
42,54,37372,0,50,4644.885,3,9590.977,38626.95,0
40,83,36884,0,89,3702.4,6,25208.04,4268.145,0
48,59,38705,0,35,3951.533,5,67202.46,33549.4,0
53,51,39697,0,82,11820.8,8,8886.649,13974.73,0
51,57,39313,0,14,4788.424,12,15904.46,37103.98,0
32,71,34646,0,0,6401.578,5,2722.86,8446.782,0
88,67,44758,0,73,1675.731,7,44424.92,20075.1,1
50,65,39129,0,9,1980.94,8,5287.605,10331.18,0
26,87,32594,0,18,2814.078,3,18519.57,31106.66,0
26,86,32583,0,50,6816.167,7,19662.37,33545.21,0
39,69,36627,0,32,4491.73,4,15554.07,36032.88,0
39,91,36637,0,49,5079.196,2,13163.16,40973.79,0
44,86,37825,3,30,2673.235,5,21256.03,34102.66,0
43,89,37617,0,48,7278.51,8,10183.92,46064.49,0
42,87,37398,0,3,3789.706,4,36422.96,6294.5,0
33,65,34980,2,23,4728.37,8,18789.05,16442.92,0
30,64,34007,0,75,6199.778,4,13901.05,14120.54,1
68,85,42206,0,95,5517.736,3,11843.02,4441.613,0
46,88,38306,0,66,3954.67,4,23689.9,12120.39,0
33,79,34970,0,22,4863.158,1,20245.88,26418.16,0
55,51,40061,0,50,6153.756,4,35657.42,12834.89,0
55,19,40077,0,41,8750.906,6,17111.69,42254.96,1
30,73,34011,0,19,5476.943,5,34452.28,55233.51,0
52,71,39513,0,93,5271.677,2,16251.96,36893.22,0
23,80,31351,2,0,3069.866,9,17905.72,9833.074,1
48,75,38712,0,7,3401.474,4,37958.55,17504.08,0
54,81,39881,0,85,3073.74,2,6632.047,21135,0
41,30,37147,1,98,5437.66,3,17217.41,19273.46,0
52,85,39501,4,48,3972.94,3,12352.3,8364.896,0
60,73,40937,0,49,4961.141,3,17191.23,24144.16,0
44,72,37853,1,65,6613.486,4,16303.99,17818.77,1
50,74,39115,1,79,3487.435,5,46326.87,22115.71,0
46,71,38281,0,9,5563.804,3,23412.24,27479.68,1
53,71,39703,0,0,3782.078,6,17959.53,20042.08,0
50,25,39140,0,23,4300.143,4,24039.04,17958.35,0
42,63,37394,0,74,4576.132,3,31749.56,42889.64,0
22,85,30888,2,36,9182.457,6,17287.19,13205.77,0
40,40,36894,1,21,5034.045,9,29066.8,5151.545,0
48,69,38707,0,5,4636.713,5,11014.31,16773.92,0
44,72,37845,0,72,1394.282,5,21214.65,17077.63,0
41,77,37133,0,58,2186.233,5,39499.53,20134.12,1
30,93,34015,0,10,2136.909,5,24709.96,23453.37,0
50,84,39133,0,79,6613.059,6,20136.83,23325.68,0
51,65,39311,4,2,7102.072,6,10350.74,13973.42,1
53,90,39691,0,6,3364.663,4,21885.75,11730.04,0
37,91,36099,0,88,4406.41,9,39656.42,23178.66,0
49,18,38923,3,38,5594.577,1,18206.83,32957.24,0
27,89,32946,1,3,4386.441,4,15009.36,17655.9,1
43,76,37611,0,2,2530.873,11,12042.31,42263.69,0
47,63,38502,0,87,5599.302,3,9543.316,31563.71,0
50,88,39127,0,60,5086.281,11,15750.83,41593.29,0
52,57,39508,0,90,7119.629,2,17090.81,55064.45,0
43,75,37627,0,0,4209.761,4,9496.903,45217.07,0
38,74,36358,0,0,5570.439,9,12315.69,17905.56,0
45,90,38064,0,99,5831.203,9,41398.02,36059.25,0
40,56,36894,3,32,3430.504,2,20229.31,29369.66,0
42,84,37378,0,100,8561.57,2,10665.91,14478.8,0
49,81,38916,1,88,4847.372,7,34464.14,14797.86,0
21,65,30431,0,79,8879.073,10,8415.444,32235.19,0
47,92,38501,1,51,9123.313,5,10932.01,20325.59,0
49,67,38919,0,95,5843.709,3,5637.374,11151.21,1
41,82,37126,0,94,4569.302,6,31524.09,30344.94,0
30,74,34016,0,92,4782.194,5,27592.82,21167.4,0
58,83,40598,0,49,3214.546,5,41120.39,21579.21,1
44,83,37872,0,35,3336.787,4,9612.6,21508.1,0
54,64,39887,0,99,5003.482,5,5986.001,24414.89,0
60,80,40957,0,1,6252.039,6,13979.54,22352.51,0
28,49,33333,0,65,2230.931,7,12312.5,11097.58,1
53,71,39725,0,47,2453.537,3,52278.09,20272.1,0
37,84,36104,0,51,2147.084,7,18103.96,35806.07,0
34,89,35255,0,47,3883.544,7,27189.82,6583.349,0
47,66,38518,2,20,7791.224,2,15470.26,26403.51,0
37,72,36122,0,38,3238.533,1,29371.92,32806.53,0
48,49,38706,0,53,6489.209,4,16059.19,6047.228,0
42,60,37376,0,49,6447.424,5,30149.7,36127.06,0
30,58,34001,0,85,1845.312,6,21490.63,16876.32,0
34,61,35244,1,50,7912.527,3,52302.02,28574.92,0
26,85,32578,0,36,6399.107,6,17020.91,48587.05,0
72,78,42768,0,77,3071.303,2,65767.21,4392.455,0
55,74,40085,0,81,7109.414,3,23192.76,21597.64,0
30,84,33997,1,48,8819.891,7,30768.62,8181.319,0
43,89,37612,0,50,5643.029,2,8364.546,21440.67,0
39,70,36653,0,42,6747.942,5,37828.59,8175.266,1
46,34,38275,0,45,4222.719,4,27217.98,13178.77,0
49,100,38924,0,90,6708.82,0,25787.89,17840.96,0
67,84,42039,0,50,3647.831,6,11499.44,14497.41,0
40,79,36892,0,1,5458.461,8,10183.24,12693.76,0
34,75,35258,0,26,5871.953,1,31355.11,29153.46,0
64,52,41594,2,3,8137.542,5,32113.96,51165.83,0
39,57,36650,3,14,5594.423,5,11676.03,10180.88,0
40,64,36912,0,29,2560.956,2,12870.25,20600.99,0
36,58,35833,0,1,4573.616,6,19481.02,16839.13,0
26,79,32590,1,13,2962.379,10,21520.56,46206.51,0
37,75,36101,0,76,6908.524,4,12920.45,29341.61,0
36,75,35829,0,50,9715.096,8,20843.33,16876.02,0
69,64,42327,0,95,5525.987,4,17882.15,8034.609,0
54,86,39888,0,13,1587.528,5,20955.92,45130.14,0
45,78,38083,0,34,3463.215,5,24309.78,6507.085,0
38,32,36362,4,49,2527.926,6,18698.45,33084.71,0
25,50,32187,0,4,10129.86,6,27140.7,28002.95,0
37,65,36105,0,100,7053.309,1,5620.018,14423.2,0
37,66,36115,4,92,8046.578,6,15960.81,11506.13,0
40,72,36882,0,98,6689.148,5,56406.72,7559.594,1
52,54,39517,0,4,9101.044,8,27390.7,17017.74,1
62,71,41257,0,43,2989.178,7,27806.53,36429.85,0
20,83,29967,0,50,4413.22,4,20521.54,17003.82,1
36,85,35835,1,51,5033.417,7,15194.47,22756.34,0
43,59,37609,0,3,5064.808,3,38260.81,26577.08,1
39,72,36620,0,90,5956.885,7,9345.684,26461.82,0
38,94,36381,0,9,6468.355,3,22492.13,11543.02,0
63,72,41442,0,96,4959.795,10,21945.66,14616.27,0
32,86,34685,0,76,5455.95,3,28158.72,15181.86,0
54,73,39889,0,50,7764.522,3,24122.16,13480.62,0
33,70,34974,0,92,6031.026,1,17065.32,13898.91,0
53,86,39703,0,51,3404.394,2,40819.84,22697.16,0
28,38,33317,0,66,1568.875,3,42032.57,14926.77,0
38,69,36389,0,89,5225.729,4,17277.2,13709.57,0
27,87,32965,2,17,6824.283,7,18760.85,11163.75,0
43,73,37608,2,51,2973.589,5,29857.03,29467.82,0
39,76,36622,0,50,4471.559,5,39937.97,3477.27,0
50,49,39125,3,68,2950.635,3,12169.31,16047.79,0
43,76,37609,2,91,7308.873,6,33416.35,14739.48,0
46,83,38295,0,26,6157.142,4,18983.14,41015.42,0
66,79,41898,4,67,4227.406,4,23069.61,33763.92,0
31,80,34335,0,38,7298.303,8,31720.35,23014.41,1
34,81,35251,1,50,2836.074,4,27855.96,17502.98,0
32,95,34656,0,88,9244.967,10,33770.51,41389.66,0
60,55,40935,0,49,4841.965,4,34341.46,27846.87,0
71,83,42622,0,5,7271.155,6,23793.85,27109.5,1
61,85,41096,2,3,4629.83,4,13075.95,30374.91,0
41,60,37145,1,6,5286.58,7,6481.382,20519.61,1
34,68,35267,0,50,5361.819,4,11354.12,25497.19,0
61,81,41121,0,100,8376.441,3,25847.56,22139.01,0
36,92,35841,0,21,2728.415,2,26619.68,8232.612,1
29,88,33689,0,47,1697.79,5,29698.43,32176.35,0
45,66,38071,0,99,5620.082,3,46496.37,46986.58,0
58,94,40616,0,18,4012.771,2,41315.32,35275.19,0
52,72,39507,0,74,1236.931,1,9112.779,34562.83,0
41,69,37142,0,84,6180.487,2,43524.79,19271.93,0
27,82,32940,3,0,6218.243,4,26337.24,9246.426,0
37,48,36107,0,61,6869.281,7,23258.76,16128.15,0
29,22,33677,0,96,9491.425,5,33823.25,36214.76,1
31,62,34329,0,51,9654.861,6,10427.87,16534.16,0
42,55,37378,0,96,5384.252,7,22920.09,10936.87,0
49,67,38913,0,2,1190.764,5,18744.91,10933.61,0
42,75,37375,0,86,1730.93,7,20795.27,14189.39,1
42,94,37382,0,44,3262.671,7,7832.969,11214.15,0
38,82,36364,0,17,3574.48,3,9894.559,13226.77,0
34,99,35261,0,95,4571.863,3,31570.57,14868.37,0
34,58,35249,1,73,7751.368,6,20720.41,22389.95,0
43,73,37608,0,68,7508.804,4,21402.77,15731.23,0
61,65,41112,0,62,4212.872,3,31071.29,11496.52,0
56,70,40253,0,13,3557.056,3,51948.32,12273.46,0
61,90,41117,1,95,2757.608,4,19313.35,11328.08,0
47,64,38499,0,55,5803.572,8,17937.37,21984.4,0
67,87,42045,1,7,3394.711,5,25764.39,24392.43,0
45,89,38068,0,10,9257.389,7,12021.9,8104.377,0
42,75,37373,2,40,4245.984,3,41136.2,16310.24,0
45,62,38048,1,5,4598.509,9,33017.67,14713.69,0
49,73,38933,0,5,7823.181,6,51046.53,20507.37,0
41,91,37123,0,76,4073.102,4,19089.25,26935.74,0
43,85,37595,0,99,4506.488,5,25188.62,52124.16,0
36,76,35833,0,43,6636.69,5,23662.25,18040.94,0
47,94,38509,0,47,6067.116,6,23714.16,12068.03,0
35,78,35559,2,15,8195.339,4,15403.75,21673.36,1
46,67,38280,0,36,6697.206,7,6756.426,22158.16,0
48,80,38710,0,36,5537.004,5,24154.72,46390.5,0
41,75,37150,0,50,2572.83,2,18000.09,9418.039,0
59,98,40768,0,85,9214.972,7,41239.6,15023.19,0
44,75,37859,0,18,4787.95,4,22664.42,18008.5,0
33,65,34981,0,43,3688.025,2,12051.68,14153.55,0
29,83,33673,2,94,3854.377,1,23722.63,12309.22,0
37,89,36095,0,2,5339.268,5,19876.43,17569.27,0
50,85,39109,0,88,4374.718,6,21290.89,12954.85,0
22,60,30913,0,1,3093.904,3,8012.122,15111.96,0
32,95,34669,0,100,4987.355,8,27726.97,4680.073,0
35,92,35554,0,55,3797.189,4,8651.061,8298.301,0
46,92,38286,0,63,2437.12,6,15606.44,13822.43,0
25,85,32188,1,51,8748.924,4,9983.314,15552.66,0
51,74,39333,0,84,3181.407,5,10597.84,11757.45,1
42,86,37390,1,38,11562.62,2,21511.55,19544.22,0
56,72,40267,0,8,2437.363,5,16491.21,16870.18,0
41,82,37126,0,40,5553.75,2,11057.89,34529.85,1
36,90,35832,0,76,5108.286,2,18728.26,17529.59,0
31,70,34334,0,49,2592.509,2,24206.28,26411.77,0
27,70,32968,0,50,3268.871,7,12662.79,14717.69,0
49,74,38914,0,81,6131.709,10,50851.33,25760.7,0
49,71,38914,0,46,5684.866,8,27596.39,19960.41,0
31,85,34356,0,6,2948.345,6,11309.25,15469.7,0
26,94,32577,0,3,7246.352,8,35416.12,34309.25,0
38,76,36377,0,97,6302.897,2,10428.49,10970.12,0
33,68,34961,1,15,2817.871,2,8381.102,7933.964,0
47,72,38499,0,100,2715.175,5,14349.26,11596.08,1
44,58,37834,0,92,2618.133,0,28885.23,45195.24,0
44,71,37835,0,36,3251.907,2,20454.31,21142.33,0
55,60,40084,0,66,7763.325,4,17796.05,18474.47,0
26,76,32602,0,2,5201.895,3,11634.6,17937.26,1
49,65,38920,0,100,6446.806,6,20115.01,31089.91,0
55,89,40079,0,51,2019.321,4,34843.36,35048.44,0
39,93,36638,0,94,8324.366,3,40896.09,24056.65,0
43,84,37609,0,87,3854.544,6,42698.43,12638.82,0
42,77,37371,0,4,4061.377,4,13539.84,16230.27,0
55,75,40080,0,88,7674.856,7,30160.03,10837.54,0
22,80,30916,0,96,3415.325,4,45883.78,10168.34,0
56,73,40256,0,9,7252.511,3,14609.97,48589.3,0
54,78,39897,0,78,3419.091,1,25634.14,11837.78,0
30,78,34015,0,30,1948.039,6,9791.665,21257.55,1
66,75,41898,0,11,3308.166,5,20466.16,32763.4,0
34,89,35268,0,30,4676.555,3,36609.29,17994.76,0
82,90,44061,0,100,3231.157,2,20020.16,18023.35,0
37,94,36111,0,51,6500.304,6,19971.48,23595.27,0
43,74,37626,0,100,2236.172,5,27800.48,8831.645,0
44,71,37829,0,80,7457.325,4,21865.71,17439.46,0
40,66,36881,1,31,8275.402,4,26807.17,9902.502,0
49,69,38911,0,1,3904.1,10,29194.84,29137.48,0
30,55,34018,0,50,2948.644,2,44435.82,18612.7,0
37,76,36097,0,23,5041.199,3,17355.78,20415.65,0
51,86,39313,2,86,7263.019,7,28284.04,14212.54,1
49,82,38938,1,19,5847.557,2,19478.28,14940.17,0
22,73,30913,2,65,10139.97,3,20297.76,12631.41,0
28,39,33322,0,62,4563.613,6,30808.4,23087.52,0
74,58,43044,2,8,2982.706,8,9354.571,23689.29,0
58,62,40592,1,50,6442.234,9,22210.27,7718.612,0
45,77,38051,1,21,4624.547,6,36467.66,17025.72,0
47,91,38511,0,94,2682.094,6,21029.64,27977.72,0
46,73,38272,0,96,2823.92,5,19313.95,31156.16,0
52,94,39514,0,80,5349.122,7,10829.03,11943.63,0
75,65,43195,2,81,4090.961,3,15657.31,12872.15,0
35,87,35573,0,49,1369.435,7,27286.8,26031.84,1
55,62,40070,0,30,8098.327,3,22389.19,9418.628,0
45,88,38064,0,84,4118.01,6,4758.314,21061.67,0
34,83,35291,0,7,7079.302,3,20178.36,9244.82,0
64,68,41586,1,87,3431.998,8,23586.25,37104.83,0
38,78,36372,1,15,4032.086,7,14375.91,16913.18,0
44,84,37855,0,34,5084.017,5,23372.08,42368.57,0
32,71,34662,0,7,5413.326,7,14906.57,17007.8,0
41,85,37135,0,24,1333.406,7,23494.83,18689.44,0
49,86,38921,0,23,4990.688,7,25331.13,22270.32,1
87,63,44659,0,99,4960.429,4,18249.57,40765.6,0
47,81,38500,1,79,2663.218,7,15647.13,32715.58,0
54,82,39881,1,45,5346.834,4,13818.03,16468.49,0
28,77,33314,0,0,4366.752,7,29075.43,12534.62,0
37,78,36110,0,72,7935.773,4,15030.72,7668.764,0
27,63,32963,0,0,3452.31,4,11520.57,2591.882,0
33,68,34973,0,88,1645.584,7,8387.542,19780.73,0
34,75,35265,0,90,6137.957,2,9041.451,28744.03,0
50,76,39121,1,81,2414.6,5,24233.86,20914.31,0
53,91,39695,0,88,7801.234,8,11185.44,44438.1,0
36,67,35838,2,53,2815.733,3,24261.69,6399.683,1
54,86,39892,0,100,2863.88,3,9640.271,15631.65,0
55,66,40065,0,86,4854.197,5,11506.2,21493.12,0
52,55,39523,0,16,3765.939,6,29185.55,16224.55,0
44,77,37844,0,25,5284.616,6,21112.06,25435.83,0
61,54,41087,0,97,6540.824,8,32455.1,48846.78,0
54,98,39890,0,0,7335.62,4,50990.53,25917.56,0
32,84,34664,0,99,2492.052,0,27762.29,14016.26,0
46,94,38278,0,23,4630.59,6,28724.93,24381.32,0
34,53,35278,0,1,3912.987,5,22920.63,9369.534,0
29,80,33673,0,32,3866.911,4,33982.84,21912.16,0
73,67,42897,0,76,6146.179,3,5811.729,28069.25,0
52,64,39515,0,13,934.1396,5,11024.88,15581.35,0
47,65,38515,3,15,3578.076,6,31888.43,20368.93,0
32,71,34659,1,60,5936.072,6,24603.65,5368.782,0
41,70,37139,0,1,4649.87,6,48450.93,28806.65,0
37,94,36101,0,100,5808.721,5,11915.73,12766.61,0
53,69,39694,0,37,6999.734,6,23380.08,55945.01,1
34,53,35248,0,32,2112.078,6,21955.48,7950.189,0
29,48,33653,1,97,5044.223,7,37669.04,14375.29,1
22,88,30907,1,51,4647.816,7,40405.68,18182.95,0
31,82,34353,0,2,8355.274,7,10386.07,13397.06,0
50,40,39118,0,75,2963.067,6,22947.14,36910.51,0
31,88,34346,0,24,4961.802,4,12113.49,36235.23,0
30,85,34031,2,0,8513.276,3,47631.92,34303.65,0
69,51,42342,3,0,5310.517,4,20898.76,39759.16,0
42,71,37365,1,25,6500.712,9,14257.48,13979.9,1
31,90,34354,0,75,7311.81,3,19631.94,46532.33,0
38,84,36388,0,3,5172.726,2,21772.89,14271.85,0
65,86,41761,0,43,2322.728,4,27157.5,13100.77,0
42,82,37388,0,1,8019.163,5,31166.28,20417.32,1
38,57,36379,1,80,2378.525,4,26852.29,3053.099,0
44,90,37847,0,0,5955.233,3,22978.71,12048.64,1
48,79,38709,1,68,5628.327,6,17332.3,9997.016,1
63,71,41428,0,74,3008.67,6,6953.119,11361.45,0
42,92,37364,0,1,1241.691,4,7565.18,19397.77,0
36,76,35841,0,3,5761.141,6,9810.296,30050.32,0
36,42,35844,1,81,4565.881,6,22507.55,6324.937,0
37,79,36112,0,0,4596.751,3,9217.91,17603.86,0
45,60,38083,0,99,2899.569,9,35678.87,17886.45,0
54,70,39885,1,29,2237.312,5,12352.82,6820.003,0
59,69,40767,0,96,5769.186,4,14011.19,21881.46,0
40,74,36885,0,0,6802.31,7,21936.12,34295.04,0
40,91,36892,0,27,5394.681,3,22140.87,27055.16,0
25,74,32192,0,89,9022.234,5,10939.61,17714.57,0
56,81,40255,0,5,3429.862,3,25099.31,12650.03,0
69,97,42344,2,97,2793.368,2,14961.41,60476.37,0
33,71,34953,0,86,7310.451,4,17099.15,15925.35,0
48,80,38700,0,96,6547.978,3,34102.46,23653.5,0
36,72,35845,0,95,7121.183,5,19197.06,6310.395,0
45,92,38082,3,79,6129.984,5,7366.883,12745.77,0
36,73,35830,0,80,4544.184,6,33395.35,11416.5,0
44,54,37847,1,46,3723.906,1,40858.25,13754.24,0
63,51,41438,1,99,7087.743,3,13948.35,11088.08,0
47,57,38496,0,100,2047.856,4,22479.41,39487.53,1
30,73,34011,1,11,4893.547,4,29333.46,41343.04,0
48,40,38711,0,85,2659.32,2,23379.84,5278.785,0
37,75,36113,0,3,7046.845,5,14039.47,14939.48,0
43,64,37621,0,9,3646.823,7,22739.45,15305.92,0
56,64,40240,0,51,6041.015,9,23170.06,18276.42,0
45,62,38072,0,9,2520.377,5,38895.04,37608.49,0
43,70,37603,0,74,6244.141,5,19723.32,11026.82,0
32,67,34654,2,21,3990.107,3,7505.301,31697.75,0
61,73,41107,0,2,3479.355,1,25176.75,9360.091,0
55,63,40076,0,61,10695.08,4,11512.95,36620.83,0
67,82,42052,3,100,5777.755,6,28017.2,21426.3,0
66,85,41877,0,94,4901.89,5,15663.78,19487.74,0
35,89,35573,0,97,1457.927,5,37839.5,25492.95,0
48,61,38718,0,69,6122.793,6,23391.91,23948.79,1
29,73,33666,2,79,7921.607,6,26066.27,34235.97,0
28,68,33320,2,23,5714.81,6,8618.234,25505.02,0
28,90,33321,0,81,6616.943,5,2785.347,19440.96,0
36,54,35829,1,98,4474.666,4,9587.843,18352.32,0
44,62,37847,0,99,5164.75,7,25170.37,17412.3,0
64,79,41586,0,97,6311.566,12,20996.87,22387.25,0
44,71,37846,0,21,3857.602,1,23068.99,11567.14,1
36,61,35828,0,62,6047.941,3,38504.83,13467,0
56,79,40255,2,50,4731.299,4,25514.22,19796.2,0
28,59,33325,0,0,6350.992,4,13770.7,50571.6,0
36,69,35823,0,99,2442.783,7,30972.79,28420.01,0
61,83,41105,0,11,6570.081,2,29148.04,15066.32,0
31,74,34343,0,32,9169.878,0,22119.61,23590.88,0
56,74,40256,0,83,3114.832,5,33791.89,46138.27,0
43,71,37589,0,88,2893.544,6,18310.76,10140.94,0
42,74,37353,0,79,3184.949,8,18424.22,11869.6,0
63,91,41435,0,19,1195.808,4,5340.643,26084.06,0
52,61,39507,1,76,6866.598,5,30379.95,4937.171,0
38,84,36393,0,87,3691.835,5,25090.91,27669.12,0
57,69,40407,1,51,3017.367,1,16590.47,18999.18,0
32,75,34654,0,38,7985.615,8,15927.59,48741.57,0
62,59,41271,0,9,5162.61,4,25794.29,44499.58,0
37,76,36100,0,42,2738.926,3,11180.3,16095.28,0
37,89,36113,0,96,3518.541,6,18255.3,19386.53,0
53,78,39709,0,90,9370.79,3,33862.2,32264.52,1
52,85,39508,1,86,6756.274,5,37345.28,22696.71,0
42,86,37379,0,75,8265.626,7,21590.11,28672.01,0
29,73,33681,0,80,4483.644,2,33995.14,17796.03,0
54,69,39897,0,57,2872.489,4,44627.4,16867.4,0
52,65,39512,2,98,3764.947,3,9551.498,28116.34,0
56,91,40253,2,96,4518.757,4,5664.517,18202.28,0
50,97,39131,0,51,3192.964,3,13540.4,8870.61,0
51,78,39296,0,2,2477.447,8,35059.1,13382.47,0
35,81,35558,0,8,1021.714,4,42796.14,31387.36,0
42,70,37376,0,72,8271.654,6,41996.95,17437.95,0
41,74,37119,0,68,1691.883,4,15664.4,15552.18,0
34,70,35262,2,9,3316.483,5,8801.847,10752.94,0
54,94,39904,0,97,13365.17,3,17422.4,33462.86,0
29,64,33672,1,13,8196.379,6,44670.54,19600.08,0
39,62,36646,1,0,3699.359,2,29245.02,20199.4,0
32,86,34658,0,25,9005.821,3,24681.76,19287.82,0
65,62,41714,0,74,5911.406,4,14436.09,18815.7,0
44,87,37854,0,1,5452.011,4,27301.6,19306.23,0
45,79,38068,3,80,4329.224,4,35151.29,12152.68,0
31,72,34340,3,81,5309.709,4,21630.32,32788.21,0
59,88,40784,2,84,1829.085,5,18000.23,10788.93,1
41,60,37122,0,27,2912.228,4,28679,16264.7,0
42,98,37369,0,2,4879.366,4,29923.05,17817.94,0
70,79,42486,1,50,4259.372,0,22282.85,29178.36,0
33,92,34968,0,7,1839.548,5,34339.01,28336.32,0
39,89,36630,0,98,1391.536,8,22752.78,25002.62,0
46,71,38292,0,94,4620.028,6,27609.92,12311.62,0
44,73,37838,0,97,2050.445,5,14850.07,23433.17,0
41,87,37131,0,77,3198.736,6,12603.21,25386.57,0
56,66,40251,0,1,9054.883,4,11488.2,18578.8,0
24,47,31780,0,18,6922.623,5,3704.088,22587.31,1
35,46,35565,0,81,4975.118,5,27381.66,12594.2,0
31,62,34335,0,11,4614.064,8,8383.645,19309.71,0
38,72,36374,0,95,9090.886,2,7656.863,33663.32,1
49,96,38904,0,20,4653.61,6,24225.45,7439.5,0
57,77,40431,0,11,7303.346,3,25927.92,12018.57,0
58,67,40577,0,66,2968.122,4,15636.93,18878.49,0
33,57,34969,3,30,10347.44,3,12546.84,19420.33,0
41,90,37119,0,2,7424.654,3,10837.49,11540.01,0
54,80,39891,2,80,5723.582,4,5897.847,30584.18,0
29,93,33661,1,8,2710.127,6,16361.82,39287.04,0
22,45,30901,0,67,7786.61,1,9532.168,20744.87,0
47,71,38496,0,85,6750.832,3,28373.26,25972.5,0
58,48,40593,1,50,8447.951,7,22274.56,34413.01,0
36,58,35850,0,6,3862.634,3,11999.52,11965.5,0
39,90,36637,0,78,3043.612,3,40683.17,8106.089,0
52,75,39497,0,44,9517.907,4,23153.64,26296.26,0
29,87,33676,0,42,5868.757,5,18891.92,19537.35,1
58,92,40599,0,98,6729.616,3,8572.353,28755.88,0
29,90,33676,0,38,1705.292,5,29813.93,17758.31,0
34,75,35273,0,93,3644.491,4,21816.41,11212.8,0
41,79,37132,0,90,4648.127,3,11473.4,14800.46,0
37,80,36102,0,99,6568.486,6,29282.04,29337.69,0
38,56,36371,0,16,6461.27,6,37488.65,17776.32,0
61,88,41101,1,59,3485.095,6,19006.58,9378.171,0
32,48,34650,0,2,4264.551,0,45691.83,20745.66,0
22,82,30908,3,50,3906.006,7,29722.87,31388.56,0
25,75,32181,0,75,8390.302,5,11517.06,9791.291,0
27,65,32960,0,0,2319.032,6,17608.47,48907.04,0
54,91,39880,1,75,2184.281,5,25179.63,11394.87,0
22,56,30906,1,2,7770.755,3,28695.05,19778.89,1
59,83,40783,0,68,3452.238,4,14247.85,18161.12,0
32,85,34657,0,8,5210.46,5,14618.28,15876.68,0
66,84,41907,4,26,9341.904,3,25938.03,14021.51,0
34,84,35251,0,35,4301.846,5,8928.956,9478.773,0
51,45,39316,4,91,4124.399,8,13966.85,12178.11,0
36,91,35816,2,17,4443.75,8,21403.77,22917.42,0
63,76,41421,1,39,8899.3,7,26345.8,14279.42,1
43,61,37609,3,67,5481.868,2,21746.59,24713.73,1
49,79,38902,1,50,3584.332,2,8089.278,44978.14,0
45,63,38053,0,100,6878.972,4,4767.144,24365.79,0
47,70,38497,0,2,4307.602,7,16187.3,20323.93,0
57,44,40435,1,77,5788.36,4,23767.51,29008.34,0
30,95,33991,0,50,5264.094,3,33093.94,17946.26,0
48,92,38703,1,70,5747.419,3,22086.46,6500.15,0
36,83,35845,0,63,5541.555,5,29256.78,14238.06,0
71,85,42631,0,3,6276.61,3,10930.34,4050.201,0
40,75,36872,1,95,5705.195,3,18467.61,23668.32,0
36,93,35827,3,67,8009.905,4,22898.79,12213.29,1
39,76,36637,1,26,7701.121,4,17504.36,26971.11,1
51,61,39339,3,9,1762.23,3,16047,14750.7,0
41,92,37126,0,25,8245.396,5,24973.76,25672.99,0
40,60,36895,0,49,9782.378,5,32009.4,13981.66,0
31,35,34324,0,92,4796.503,4,10375.3,26143.8,1
23,84,31355,1,3,2582.891,6,40234.36,29808.41,0
40,71,36901,0,91,5440.925,2,30341.87,62821.56,0
50,88,39128,0,91,7727.751,10,17851.62,12292.63,0
61,50,41122,0,11,2907.14,4,6443.056,12440.81,0
41,30,37153,0,98,2522.483,5,37010.13,20363.23,0
50,86,39127,0,7,2662.23,5,45502.42,29720.45,0
53,76,39697,0,50,8073.446,3,14456.46,18967.34,0
36,97,35830,1,74,5970.506,8,36445.33,17432.86,0
44,16,37830,1,27,2616.887,7,5800.577,25440,0
34,70,35267,0,71,7538.597,2,20049.62,19221.2,0
41,68,37111,0,30,5233.282,9,38521.3,23794.72,0
53,71,39693,3,82,2485.05,10,22391.88,51035.89,0
36,64,35848,0,51,4780.445,4,10642.15,31414.55,0
47,69,38489,0,65,6632.034,6,6825.735,36750.35,1
47,76,38495,0,95,3410.451,4,9761.204,36394.2,0
61,77,41104,0,91,2805.464,5,19111.48,17440.86,0
51,69,39300,0,38,5137.74,5,38784.07,21962.2,0
31,48,34351,3,2,4138.768,3,20734.41,20731.38,0
30,87,34019,0,50,5009.185,5,63362.12,21948.84,0
65,74,41738,0,39,5478.114,4,37237.99,10878.67,0
42,77,37366,1,83,2371.979,10,22445.5,15849.27,1
37,72,36121,2,33,1314.58,6,35879.42,56555.31,0
81,84,43926,0,58,5055.901,2,13870.15,10663.32,0
53,81,39676,0,69,3935.802,7,59348.81,34656.92,0
29,83,33666,1,100,4476.691,2,21921.29,23311.02,0
32,89,34643,1,19,5344.126,5,13757.63,28126.57,0
51,78,39325,0,21,4724.49,6,24660.34,13454.56,0
35,78,35561,0,92,5251.418,8,32846.94,11665.58,0
26,42,32571,0,0,4248.615,3,34716.66,25819.88,0
48,88,38717,0,22,6086.65,5,15454.12,8807.023,0
37,88,36093,0,100,3377.832,5,17422.87,12581.9,0
54,24,39885,2,6,5043.056,10,17226.44,18613.17,0
28,68,33330,0,76,3568.42,1,25913.06,34191.59,0
28,88,33313,0,49,2836.148,3,22737.5,45486.67,0
57,52,40449,0,34,1493.382,4,26894.02,14277.58,0
